"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2012년 08월 31일","703.00","703.00","703.00","703.00","-","-0.57%"
"2012년 08월 30일","707.00","707.00","707.00","707.00","-","-1.53%"
"2012년 08월 29일","718.00","718.00","718.00","718.00","-","-0.83%"
"2012년 08월 28일","724.00","724.00","724.00","724.00","-","0.98%"
"2012년 08월 24일","717.00","717.00","717.00","717.00","-","0.28%"
"2012년 08월 23일","715.00","715.00","715.00","715.00","-","0.42%"
"2012년 08월 22일","712.00","712.00","712.00","712.00","-","0.42%"
"2012년 08월 21일","709.00","709.00","709.00","709.00","-","-0.28%"
"2012년 08월 20일","711.00","711.00","711.00","711.00","-","-0.42%"
"2012년 08월 17일","714.00","714.00","714.00","714.00","-","-0.83%"
"2012년 08월 16일","720.00","720.00","720.00","720.00","-","-1.10%"
"2012년 08월 15일","728.00","728.00","728.00","728.00","-","-2.93%"
"2012년 08월 14일","750.00","750.00","750.00","750.00","-","-1.83%"
"2012년 08월 13일","764.00","764.00","764.00","764.00","-","-1.29%"
"2012년 08월 10일","774.00","774.00","774.00","774.00","-","-2.03%"
"2012년 08월 09일","790.00","790.00","790.00","790.00","-","-2.71%"
"2012년 08월 08일","812.00","812.00","812.00","812.00","-","-2.87%"
"2012년 08월 07일","836.00","836.00","836.00","836.00","-","-0.83%"
"2012년 08월 06일","843.00","843.00","843.00","843.00","-","-1.06%"
"2012년 08월 03일","852.00","852.00","852.00","852.00","-","-1.05%"
"2012년 08월 02일","861.00","861.00","861.00","861.00","-","-1.94%"
"2012년 08월 01일","878.00","878.00","878.00","878.00","-","-2.12%"
"2012년 07월 31일","897.00","897.00","897.00","897.00","-","-1.97%"
"2012년 07월 30일","915.00","915.00","915.00","915.00","-","-1.93%"
"2012년 07월 27일","933.00","933.00","933.00","933.00","-","-2.61%"
"2012년 07월 26일","958.00","958.00","958.00","958.00","-","-2.44%"
"2012년 07월 25일","982.00","982.00","982.00","982.00","-","-2.09%"
"2012년 07월 24일","1,003.00","1,003.00","1,003.00","1,003.00","-","-1.86%"
"2012년 07월 23일","1,022.00","1,022.00","1,022.00","1,022.00","-","-1.45%"
"2012년 07월 20일","1,037.00","1,037.00","1,037.00","1,037.00","-","-1.52%"
"2012년 07월 19일","1,053.00","1,053.00","1,053.00","1,053.00","-","-1.96%"
"2012년 07월 18일","1,074.00","1,074.00","1,074.00","1,074.00","-","-1.74%"
"2012년 07월 17일","1,093.00","1,093.00","1,093.00","1,093.00","-","-0.82%"
"2012년 07월 16일","1,102.00","1,102.00","1,102.00","1,102.00","-","-0.72%"
"2012년 07월 13일","1,110.00","1,110.00","1,110.00","1,110.00","-","-0.98%"
"2012년 07월 12일","1,121.00","1,121.00","1,121.00","1,121.00","-","-2.18%"
"2012년 07월 11일","1,146.00","1,146.00","1,146.00","1,146.00","-","-1.21%"
"2012년 07월 10일","1,160.00","1,160.00","1,160.00","1,160.00","-","-0.17%"
"2012년 07월 09일","1,162.00","1,162.00","1,162.00","1,162.00","-","0.43%"
"2012년 07월 06일","1,157.00","1,157.00","1,157.00","1,157.00","-","1.67%"
"2012년 07월 05일","1,138.00","1,138.00","1,138.00","1,138.00","-","3.17%"
"2012년 07월 04일","1,103.00","1,103.00","1,103.00","1,103.00","-","3.76%"
